date,day,type,name,color,style,generation,gender,unit_price,sales,items
2013-08-17,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-17,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-17,Sa,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-17,Sa,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-17,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-03-26,Tu,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,M,2384.07,2384.07,1
2013-03-26,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-01-16,We,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-03-22,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-03-22,Fr,Touring,"Touring-1000 Yellow, 60",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-03-23,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Millenial,F,2384.07,2384.07,1
2013-08-27,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-27,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-27,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,F,2384.07,2384.07,1
2013-08-27,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-27,Tu,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-12-15,Su,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-12-15,Su,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-01-24,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-01-15,Tu,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-03-27,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-03-28,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-15,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-08-15,Th,Touring,"Touring-1000 Yellow, 46",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-08-15,Th,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-16,Fr,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-16,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-30,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-30,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-28,We,Touring,"Touring-1000 Blue, 46",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-28,We,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-28,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-28,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-28,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-28,We,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-14,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-14,We,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-08-13,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-13,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-29,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-29,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,F,2384.07,2384.07,1
2013-08-29,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-29,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-30,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-01-25,Fr,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-01-25,Fr,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-01-25,Fr,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-14,We,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-14,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-14,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,M,2384.07,2384.07,1
2013-12-18,We,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-12-18,We,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,F,2384.07,2384.07,1
2013-12-18,We,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-01-23,We,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-03-21,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,M,2384.07,2384.07,1
2013-03-21,Th,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-03-21,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-31,Sa,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-31,Sa,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-31,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-01,Su,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-01,Su,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-01,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-09-01,Su,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-29,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-29,Th,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-03-29,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-03-29,Fr,Touring,"Touring-1000 Blue, 50",Blue,U,Millenial,F,2384.07,2384.07,1
2013-03-30,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-03-30,Sa,Touring,"Touring-1000 Yellow, 46",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-03-30,Sa,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-12,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-04,We,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-04,We,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-09-02,Mo,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-09-02,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,F,2384.07,2384.07,1
2013-09-02,Mo,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-02,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-09-02,Mo,Touring,"Touring-1000 Yellow, 60",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-03-19,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-03-19,Tu,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-03-19,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-03-19,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-03-19,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-09-03,Tu,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-04,We,Touring,"Touring-1000 Blue, 46",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-12,Mo,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-10,Sa,Touring,"Touring-1000 Blue, 46",Blue,U,Silent,M,2384.07,2384.07,1
2013-08-10,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-10,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-11,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-12-18,We,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-12-18,We,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-11,Su,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-09,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-09,Fr,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,M,2384.07,2384.07,1
2013-04-01,Mo,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-04-01,Mo,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,M,2384.07,2384.07,1
2013-04-01,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-04-01,Mo,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-04-02,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-04-02,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-05,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-05,Th,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-05,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-05,Th,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-03-18,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-03-18,Mo,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-12-15,Su,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,2384.07,1
2013-12-15,Su,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-12-15,Su,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,M,2384.07,2384.07,1
2013-12-15,Su,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-04-02,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-04-02,Tu,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-04-02,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-08,Th,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,F,2384.07,2384.07,1
2013-08-08,Th,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-08,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-06,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Millenial,F,2384.07,2384.07,1
2013-09-06,Fr,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-06,Fr,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-06,Fr,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-07,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-07,Sa,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-03-17,Su,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-07,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-09-08,Su,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-08,Su,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,F,2384.07,2384.07,1
2013-09-08,Su,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,F,2384.07,2384.07,1
2013-09-08,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-06,Tu,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-06,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-06,Tu,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Blue, 46",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-07,We,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,F,2384.07,2384.07,1
2013-04-03,We,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-04-03,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-04-03,We,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-04-04,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-04-04,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-04-04,Th,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-04-04,Th,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,M,2384.07,2384.07,1
2013-04-04,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-05,Mo,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-08-05,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-05,Mo,Touring,"Touring-1000 Blue, 60",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-05,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-05,Mo,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-09-11,We,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-11,We,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-09,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-09,Mo,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-09,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-09-09,Mo,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-09-09,Mo,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-09-09,Mo,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-08-05,Mo,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-06,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-03,Sa,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-04,Su,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-04,Su,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-04,Su,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-04-05,Fr,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-04-05,Fr,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-09-10,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-10,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-10,Tu,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-09-10,Tu,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-09-10,Tu,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-12-14,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-12-14,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,F,2384.07,2384.07,1
2013-12-14,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-12-14,Sa,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-12-14,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-04-06,Sa,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-04-06,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-02,Fr,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-08-02,Fr,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-02,Fr,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-02,Fr,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-08-02,Fr,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-08-03,Sa,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-03,Sa,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-03,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,M,2384.07,2384.07,1
2013-08-03,Sa,Touring,"Touring-1000 Blue, 54",Blue,U,Millenial,M,2384.07,2384.07,1
2013-08-03,Sa,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-01,Th,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,F,2384.07,2384.07,1
2013-08-01,Th,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-08-01,Th,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-08-01,Th,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-04-07,Su,Touring,"Touring-1000 Blue, 50",Blue,U,Millenial,F,2384.07,2384.07,1
2013-04-07,Su,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-04-07,Su,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-04-07,Su,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-04-07,Su,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-07-31,We,Touring,"Touring-1000 Blue, 46",Blue,U,Boomers,M,2384.07,2384.07,1
2013-07-31,We,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-07-31,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-07-31,We,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Blue, 50",Blue,U,Boomers,F,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,M,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Yellow, 46",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Yellow, 54",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-12-19,Th,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-09-12,Th,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,F,2384.07,2384.07,1
2013-09-12,Th,Touring,"Touring-1000 Yellow, 50",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-03-13,We,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-03-14,Th,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-03-14,Th,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-03-15,Fr,Touring,"Touring-1000 Blue, 50",Blue,U,Millenial,M,2384.07,2384.07,1
2013-03-15,Fr,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-03-16,Sa,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,2384.07,1
2013-03-16,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-09-14,Sa,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-14,Sa,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-14,Sa,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-09-14,Sa,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,M,2384.07,2384.07,1
2013-09-14,Sa,Touring,"Touring-1000 Yellow, 60",Yellow,U,Millenial,F,2384.07,2384.07,1
2013-09-12,Th,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-12,Th,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-07-30,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-07-30,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-07-30,Tu,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-09-17,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-17,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Millenial,F,2384.07,2384.07,1
2013-09-17,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-17,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-15,Su,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-15,Su,Touring,"Touring-1000 Blue, 54",Blue,U,Boomers,M,2384.07,2384.07,1
2013-09-15,Su,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,F,2384.07,2384.07,1
2013-09-15,Su,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,M,2384.07,2384.07,1
2013-09-15,Su,Touring,"Touring-1000 Yellow, 54",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-09-15,Su,Touring,"Touring-1000 Yellow, 60",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-16,Mo,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-09-16,Mo,Touring,"Touring-1000 Blue, 60",Blue,U,Millenial,F,2384.07,2384.07,1
2013-09-16,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-09-16,Mo,Touring,"Touring-1000 Yellow, 50",Yellow,U,Boomers,F,2384.07,2384.07,1
2013-04-09,Tu,Touring,"Touring-1000 Blue, 46",Blue,U,Gen X,M,2384.07,2384.07,1
2013-04-09,Tu,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-04-09,Tu,Touring,"Touring-1000 Blue, 54",Blue,U,Gen X,F,2384.07,2384.07,1
2013-07-28,Su,Touring,"Touring-1000 Yellow, 50",Yellow,U,Gen X,F,2384.07,2384.07,1
2013-07-29,Mo,Touring,"Touring-1000 Blue, 50",Blue,U,Gen X,F,2384.07,2384.07,1
2013-07-29,Mo,Touring,"Touring-1000 Blue, 60",Blue,U,Gen X,M,2384.07,2384.07,1
2013-07-29,Mo,Touring,"Touring-1000 Yellow, 46",Yellow,U,Boomers,F,2384.07,2384.07,1
