date,day,product,type,name,color,style,customer,birth,generation,gender,unit_price,items,sales
2011-09-29,Th,BK-R50B-48,Road,"Road-650 Black, 48",Black,U,AW00025832,1976,Gen X,M,699.0982,1,699.0982
2011-09-30,Fr,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00026041,1963,Boomers,F,3399.99,1,3399.99
2011-09-30,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020246,1977,Gen X,F,3578.27,1,3578.27
2011-09-30,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00020253,1976,Gen X,F,3578.27,1,3578.27
2011-10-01,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011696,1975,Gen X,F,3578.27,1,3578.27
2011-10-01,Sa,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00023725,1956,Boomers,M,3578.27,1,3578.27
2011-10-01,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00023858,1974,Gen X,M,3578.27,1,3578.27
2011-10-01,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00015440,1979,Gen X,M,3578.27,1,3578.27
2011-10-01,Sa,BK-R50R-52,Road,"Road-650 Red, 52",Red,U,AW00014753,1979,Gen X,M,699.0982,1,699.0982
2011-10-01,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020245,1972,Gen X,M,3578.27,1,3578.27
2011-10-01,Sa,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00020151,1986,Millenial,F,3578.27,1,3578.27
2011-10-01,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00020158,1984,Millenial,M,3578.27,1,3578.27
2011-10-01,Sa,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011916,1976,Gen X,M,3374.99,1,3374.99
2011-10-02,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011815,1981,Millenial,F,3578.27,1,3578.27
2011-10-02,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011816,1981,Millenial,M,3578.27,1,3578.27
2011-10-02,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011688,1976,Gen X,F,3578.27,1,3578.27
2011-10-02,Su,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00014823,1969,Gen X,M,3578.27,1,3578.27
2011-10-02,Su,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00026050,1962,Boomers,M,3374.99,1,3374.99
2011-10-02,Su,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00020213,1975,Gen X,F,3578.27,1,3578.27
2011-10-02,Su,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011915,1973,Gen X,M,3374.99,1,3374.99
2011-10-03,Mo,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011246,1962,Boomers,F,3374.99,1,3374.99
2011-10-03,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00012804,1973,Gen X,F,3578.27,1,3578.27
2011-10-03,Mo,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011742,1964,Boomers,M,3578.27,1,3578.27
2011-10-03,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011775,1978,Gen X,F,3578.27,1,3578.27
2011-10-03,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011812,1973,Gen X,M,3578.27,1,3578.27
2011-10-04,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00023566,1984,Millenial,M,3578.27,1,3578.27
2011-10-04,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00023592,1969,Gen X,M,3578.27,1,3578.27
2011-10-04,Tu,BK-M82S-42,Mountain,"Mountain-100 Silver, 42",Silver,U,AW00026015,1963,Boomers,M,3399.99,1,3399.99
2011-10-04,Tu,BK-R50B-48,Road,"Road-650 Black, 48",Black,U,AW00014852,1984,Millenial,M,699.0982,1,699.0982
2011-10-04,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020154,1984,Millenial,M,3578.27,1,3578.27
2011-10-05,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00011776,1978,Gen X,M,3578.27,1,3578.27
2011-10-05,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011683,1974,Gen X,M,3578.27,1,3578.27
2011-10-05,We,BK-R50B-48,Road,"Road-650 Black, 48",Black,U,AW00018143,1950,Boomers,M,699.0982,1,699.0982
2011-10-05,We,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00015453,1969,Gen X,F,3578.27,1,3578.27
2011-10-05,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00015620,1978,Gen X,F,3578.27,1,3578.27
2011-10-05,We,BK-R50B-44,Road,"Road-650 Black, 44",Black,U,AW00014754,1963,Boomers,M,699.0982,1,699.0982
2011-10-05,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00020247,1972,Gen X,F,3578.27,1,3578.27
2011-10-05,We,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011919,1969,Gen X,M,3374.99,1,3374.99
2011-10-05,We,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011952,1960,Boomers,M,3374.99,1,3374.99
2011-10-06,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00012754,1981,Millenial,F,3578.27,1,3578.27
2011-10-06,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00023829,1978,Gen X,M,3578.27,1,3578.27
2011-10-06,Th,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00012650,1955,Boomers,M,3578.27,1,3578.27
2011-10-07,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00014827,1984,Millenial,M,3578.27,1,3578.27
2011-10-07,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011873,1972,Gen X,M,3578.27,1,3578.27
2011-10-07,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00019968,1983,Millenial,F,3578.27,1,3578.27
2011-10-07,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020157,1983,Millenial,F,3578.27,1,3578.27
2011-10-07,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00015621,1979,Gen X,F,3578.27,1,3578.27
2011-10-08,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011772,1984,Millenial,M,3578.27,1,3578.27
2011-10-08,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00014819,1969,Gen X,F,3578.27,1,3578.27
2011-10-08,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00014822,1969,Gen X,F,3578.27,1,3578.27
2011-10-08,Sa,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00026012,1969,Gen X,M,3374.99,1,3374.99
2011-10-08,Sa,BK-R50R-44,Road,"Road-650 Red, 44",Red,U,AW00025919,1957,Boomers,F,699.0982,1,699.0982
2011-10-09,Su,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011249,1966,Gen X,F,3399.99,1,3399.99
2011-10-09,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011925,1984,Millenial,F,3578.27,1,3578.27
2011-10-09,Su,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00020007,1973,Gen X,F,3374.99,1,3374.99
2011-10-09,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020242,1937,Silent,M,3578.27,1,3578.27
2011-10-09,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00019975,1976,Gen X,F,3578.27,1,3578.27
2011-10-09,Su,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011910,1971,Gen X,F,3374.99,1,3374.99
2011-10-10,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00012750,1976,Gen X,F,3578.27,1,3578.27
2011-10-10,Mo,BK-R50B-44,Road,"Road-650 Black, 44",Black,U,AW00019443,1962,Boomers,M,699.0982,1,699.0982
2011-10-10,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011707,1969,Gen X,F,3578.27,1,3578.27
2011-10-10,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00023397,1965,Boomers,F,3578.27,1,3578.27
2011-10-10,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011745,1964,Boomers,F,3578.27,1,3578.27
2011-10-10,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011799,1980,Gen X,M,3578.27,1,3578.27
2011-10-10,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011678,1974,Gen X,M,3578.27,1,3578.27
2011-10-10,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00012655,1954,Boomers,M,3578.27,1,3578.27
2011-10-10,Mo,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00026042,1963,Boomers,M,3374.99,1,3374.99
2011-10-10,Mo,BK-R50R-52,Road,"Road-650 Red, 52",Red,U,AW00014880,1958,Boomers,F,699.0982,1,699.0982
2011-10-10,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020217,1983,Millenial,F,3578.27,1,3578.27
2011-10-10,Mo,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011920,1975,Gen X,F,3374.99,1,3374.99
2011-10-11,Tu,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011338,1972,Gen X,M,3374.99,1,3374.99
2011-10-11,Tu,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011380,1964,Boomers,M,3399.99,1,3399.99
2011-10-11,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020226,1971,Gen X,F,3578.27,1,3578.27
2011-10-11,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00023842,1976,Gen X,M,3578.27,1,3578.27
2011-10-12,We,BK-R50B-58,Road,"Road-650 Black, 58",Black,U,AW00019450,1972,Gen X,M,699.0982,1,699.0982
2011-10-12,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011727,1973,Gen X,M,3578.27,1,3578.27
2011-10-12,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00012632,1961,Boomers,F,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011933,1982,Millenial,M,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00023830,1978,Gen X,M,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00011817,1981,Millenial,F,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011837,1976,Gen X,F,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011665,1976,Gen X,F,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00015614,1980,Gen X,F,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00015619,1978,Gen X,M,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00020241,1967,Gen X,M,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00020152,1986,Millenial,M,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020159,1984,Millenial,M,3578.27,1,3578.27
2011-10-13,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020214,1974,Gen X,F,3578.27,1,3578.27
2011-10-13,Th,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011918,1969,Gen X,F,3399.99,1,3399.99
2011-10-13,Th,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011947,1957,Boomers,F,3374.99,1,3374.99
2011-10-14,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011777,1978,Gen X,F,3578.27,1,3578.27
2011-10-14,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011797,1980,Gen X,M,3578.27,1,3578.27
2011-10-14,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00023819,1984,Millenial,F,3578.27,1,3578.27
2011-10-14,Fr,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00026014,1963,Boomers,F,3399.99,1,3399.99
2011-10-14,Fr,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00011929,1962,Boomers,F,3374.99,1,3374.99
2011-10-14,Fr,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011930,1952,Boomers,F,3399.99,1,3399.99
2011-10-14,Fr,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011964,1967,Gen X,M,3399.99,1,3399.99
2011-10-15,Sa,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011332,1968,Gen X,F,3399.99,1,3399.99
2011-10-15,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011741,1965,Boomers,F,3578.27,1,3578.27
2011-10-15,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011780,1977,Gen X,F,3578.27,1,3578.27
2011-10-15,Sa,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00023730,1956,Boomers,F,3578.27,1,3578.27
2011-10-15,Sa,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011798,1974,Gen X,M,3578.27,1,3578.27
2011-10-15,Sa,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00023731,1962,Boomers,M,3578.27,1,3578.27
2011-10-15,Sa,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011811,1978,Gen X,F,3578.27,1,3578.27
2011-10-15,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00014803,1969,Gen X,F,3578.27,1,3578.27
2011-10-15,Sa,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011942,1954,Boomers,M,3399.99,1,3399.99
2011-10-16,Su,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00023486,1968,Gen X,M,3578.27,1,3578.27
2011-10-16,Su,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011796,1985,Millenial,F,3578.27,1,3578.27
2011-10-16,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011813,1973,Gen X,F,3578.27,1,3578.27
2011-10-16,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00011825,1971,Gen X,F,3578.27,1,3578.27
2011-10-16,Su,BK-R50R-48,Road,"Road-650 Red, 48",Red,U,AW00018148,1951,Boomers,F,699.0982,1,699.0982
2011-10-16,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020249,1965,Boomers,F,3578.27,1,3578.27
2011-10-16,Su,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020211,1973,Gen X,M,3578.27,1,3578.27
2011-10-17,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011779,1977,Gen X,F,3578.27,1,3578.27
2011-10-17,Mo,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011666,1981,Millenial,M,3578.27,1,3578.27
2011-10-17,Mo,BK-R50R-44,Road,"Road-650 Red, 44",Red,U,AW00019439,1974,Gen X,M,699.0982,1,699.0982
2011-10-17,Mo,BK-M82B-42,Mountain,"Mountain-100 Black, 42",Black,U,AW00026016,1963,Boomers,M,3374.99,1,3374.99
2011-10-18,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00014824,1974,Gen X,M,3578.27,1,3578.27
2011-10-18,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011654,1977,Gen X,F,3578.27,1,3578.27
2011-10-18,Tu,BK-R50B-60,Road,"Road-650 Black, 60",Black,U,AW00014757,1967,Gen X,F,699.0982,1,699.0982
2011-10-18,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00020244,1971,Gen X,F,3578.27,1,3578.27
2011-10-18,Tu,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00019978,1976,Gen X,M,3578.27,1,3578.27
2011-10-18,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020219,1975,Gen X,F,3578.27,1,3578.27
2011-10-18,Tu,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020221,1980,Gen X,F,3578.27,1,3578.27
2011-10-18,Tu,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020225,1972,Gen X,F,3578.27,1,3578.27
2011-10-18,Tu,BK-R50R-62,Road,"Road-650 Red, 62",Red,U,AW00025920,1951,Boomers,M,699.0982,1,699.0982
2011-10-18,Tu,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011914,1979,Gen X,F,3374.99,1,3374.99
2011-10-18,Tu,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011943,1954,Boomers,F,3374.99,1,3374.99
2011-10-19,We,BK-R50B-52,Road,"Road-650 Black, 52",Black,U,AW00014879,1972,Gen X,F,699.0982,1,699.0982
2011-10-19,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00019970,1978,Gen X,F,3578.27,1,3578.27
2011-10-19,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00019974,1976,Gen X,M,3578.27,1,3578.27
2011-10-19,We,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00011944,1956,Boomers,F,3374.99,1,3374.99
2011-10-19,We,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00011969,1964,Boomers,M,3399.99,1,3399.99
2011-10-20,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00023859,1979,Gen X,F,3578.27,1,3578.27
2011-10-20,Th,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011810,1978,Gen X,M,3578.27,1,3578.27
2011-10-20,Th,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00026055,1976,Gen X,M,3399.99,1,3399.99
2011-10-20,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00019979,1977,Gen X,F,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011809,1973,Gen X,M,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011818,1975,Gen X,M,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011872,1978,Gen X,F,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011671,1971,Gen X,F,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00012717,1979,Gen X,F,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020227,1972,Gen X,M,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020238,1973,Gen X,F,3578.27,1,3578.27
2011-10-21,Fr,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020215,1974,Gen X,F,3578.27,1,3578.27
2011-10-21,Fr,BK-R50R-58,Road,"Road-650 Red, 58",Red,U,AW00025921,1958,Boomers,M,699.0982,1,699.0982
2011-10-21,Fr,BK-M82S-42,Mountain,"Mountain-100 Silver, 42",Silver,U,AW00011946,1956,Boomers,F,3399.99,1,3399.99
2011-10-22,Sa,BK-R50R-44,Road,"Road-650 Red, 44",Red,U,AW00019454,1973,Gen X,M,699.0982,1,699.0982
2011-10-22,Sa,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011834,1982,Millenial,M,3578.27,1,3578.27
2011-10-22,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00020156,1982,Millenial,M,3578.27,1,3578.27
2011-10-22,Sa,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00011963,1960,Boomers,M,3374.99,1,3374.99
2011-10-23,Su,BK-M82S-42,Mountain,"Mountain-100 Silver, 42",Silver,U,AW00011335,1977,Gen X,F,3399.99,1,3399.99
2011-10-23,Su,BK-R50R-62,Road,"Road-650 Red, 62",Red,U,AW00019472,1974,Gen X,F,699.0982,1,699.0982
2011-10-23,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011773,1979,Gen X,M,3578.27,1,3578.27
2011-10-23,Su,BK-M82S-48,Mountain,"Mountain-100 Silver, 48",Silver,U,AW00026018,1964,Boomers,M,3399.99,1,3399.99
2011-10-23,Su,BK-R50R-62,Road,"Road-650 Red, 62",Red,U,AW00014755,1963,Boomers,M,699.0982,1,699.0982
2011-10-23,Su,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00020239,1984,Millenial,F,3578.27,1,3578.27
2011-10-23,Su,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00020216,1973,Gen X,M,3578.27,1,3578.27
2011-10-23,Su,BK-M82B-44,Mountain,"Mountain-100 Black, 44",Black,U,AW00011967,1962,Boomers,F,3374.99,1,3374.99
2011-10-24,Mo,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00015630,1976,Gen X,F,3578.27,1,3578.27
2011-10-24,Mo,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00015631,1977,Gen X,M,3578.27,1,3578.27
2011-10-24,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00012805,1973,Gen X,M,3578.27,1,3578.27
2011-10-24,Mo,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00019977,1976,Gen X,F,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00014830,1974,Gen X,F,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011690,1976,Gen X,F,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011708,1974,Gen X,F,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011743,1974,Gen X,M,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00011854,1973,Gen X,M,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011675,1977,Gen X,M,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00012631,1949,Boomers,M,3578.27,1,3578.27
2011-10-25,Tu,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00012711,1978,Gen X,F,3578.27,1,3578.27
2011-10-25,Tu,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011976,1970,Gen X,F,3374.99,1,3374.99
2011-10-26,We,BK-R50B-60,Road,"Road-650 Black, 60",Black,U,AW00019451,1972,Gen X,M,699.0982,1,699.0982
2011-10-26,We,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00011924,1985,Millenial,M,3578.27,1,3578.27
2011-10-26,We,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011774,1978,Gen X,F,3578.27,1,3578.27
2011-10-26,We,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00023846,1974,Gen X,M,3578.27,1,3578.27
2011-10-26,We,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011839,1976,Gen X,M,3578.27,1,3578.27
2011-10-26,We,BK-R50R-62,Road,"Road-650 Red, 62",Red,U,AW00014756,1962,Boomers,M,699.0982,1,699.0982
2011-10-26,We,BK-R50B-52,Road,"Road-650 Black, 52",Black,U,AW00025918,1951,Boomers,F,699.0982,1,699.0982
2011-10-27,Th,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00023583,1979,Gen X,F,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00011778,1976,Gen X,F,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00023806,1964,Boomers,F,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00011826,1971,Gen X,F,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011831,1975,Gen X,M,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011664,1975,Gen X,F,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00012749,1976,Gen X,M,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00020236,1968,Gen X,M,3578.27,1,3578.27
2011-10-27,Th,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00020220,1975,Gen X,F,3578.27,1,3578.27
2011-10-27,Th,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00011912,1971,Gen X,F,3374.99,1,3374.99
2011-10-27,Th,BK-M82S-38,Mountain,"Mountain-100 Silver, 38",Silver,U,AW00011917,1971,Gen X,M,3399.99,1,3399.99
2011-10-28,Fr,BK-M82B-38,Mountain,"Mountain-100 Black, 38",Black,U,AW00011488,1977,Gen X,M,3374.99,1,3374.99
2011-10-28,Fr,BK-M82B-48,Mountain,"Mountain-100 Black, 48",Black,U,AW00011489,1976,Gen X,F,3374.99,1,3374.99
2011-10-28,Fr,BK-R50R-52,Road,"Road-650 Red, 52",Red,U,AW00019453,1978,Gen X,F,699.0982,1,699.0982
2011-10-28,Fr,BK-R93R-44,Road,"Road-150 Red, 44",Red,U,AW00011705,1979,Gen X,F,3578.27,1,3578.27
2011-10-28,Fr,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00023396,1971,Gen X,F,3578.27,1,3578.27
2011-10-28,Fr,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00023511,1959,Boomers,M,3578.27,1,3578.27
2011-10-28,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011885,1970,Gen X,M,3578.27,1,3578.27
2011-10-28,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00011886,1963,Boomers,F,3578.27,1,3578.27
2011-10-28,Fr,BK-R93R-48,Road,"Road-150 Red, 48",Red,U,AW00011663,1975,Gen X,M,3578.27,1,3578.27
2011-10-28,Fr,BK-R50B-48,Road,"Road-650 Black, 48",Black,U,AW00014752,1963,Boomers,M,699.0982,1,699.0982
2011-10-28,Fr,BK-R93R-52,Road,"Road-150 Red, 52",Red,U,AW00020228,1971,Gen X,M,3578.27,1,3578.27
2011-10-28,Fr,BK-R93R-56,Road,"Road-150 Red, 56",Red,U,AW00019971,1977,Gen X,M,3578.27,1,3578.27
2011-10-28,Fr,BK-M82S-44,Mountain,"Mountain-100 Silver, 44",Silver,U,AW00011968,1964,Boomers,F,3399.99,1,3399.99
2011-10-29,Sa,BK-R93R-62,Road,"Road-150 Red, 62",Red,U,AW00012018,1986,Millenial,M,3578.27,1,3578.27
